Date | Gender | Post 
14-4-2005|f|
14-4-2005|f|Uumm..... but for geographical constraint, I would have been tempted .......
20-4-2005||anyone know the link to the gulder ultimate search show? understand registration ends today
20-4-2005|f|pieta, seems you skipped that
20-4-2005|m|Actually, he posted it on a new topic which I had to merge with this one.
23-4-2005|f|Ok. I visited the site last nite with a friend who registered and there i saw registration was to end same day (yesterday).
25-4-2005|f|I don't understand why both sexes should partake in this competition. Shouldn't they have organised separate competitions, one for females only and the other for males?  This is a test of physical fitness, and similar competitions like athletics( running, football and even swimming, both sexes have never been made to compete against eachother. The organisers should have a rethink, only then will I partake .
25-4-2005|f|trish, i felt same way with you when it was first aired. why in the world should a man and a woman be subjected to same competition especially since it is to do with physical fitness? all the same i was happy some guys dropped out before the ladies .
25-4-2005|m|Trish, you're very right. I think the current set-up is unfair to women. Personally, I think such programmes are a little bit degrading to the competitors, both men and women! I hate the way the presenter talks down to them as if the show is something important.  Give me a break, it's just an elaborate advertisement for Gulder!
25-4-2005|m|bah I like star better anyways (actually now I think about it, they all kinda taste the same after you've had a few )
25-4-2005|m|Hunter, we are not comparing shacks here. BTW, I think star is better sha!
28-4-2005||pls how can i register 4 the gulder ultimate search?
28-4-2005|m|Maurice, registration is over. They are now screening potential contestants:   Sorry.
02-5-2005||I agree, the show is an elaborate advert for Gulder, and maybe it doesn't seem fair to pitch men against women. But it is based on the survivor series and this is what happens on those shows. As someone noted, last year some men went out before the girls so it isnt completely about brawn. Also, the show is meant for entertainment it's not some great sporting feat and it would be boring to have a show with only guys or gals.  The last girl standing will likely get something additional (I hear Governor Duke promised 1 million). The company wants to sell it's products but in selling it is contributing to the lives of the participants in a way they wouldn't have had otherwise, so I think its a win-win. Also I know a lot of people go in for shows like this not for the prize but for the visibility so its not about winning but making sure you get noticed.  In all, I think the company is doing a good thing. Selfish motives are what business is all about and there are ways to sell your product without contributing to peoples lives. I hate reality shows and don't actually follow any but my theory is every man to his own poison and if this works for some then they should enjoy.
04-5-2005|f|Hey guys, Ten contestants made up of six men and four women have emerged for the competition scheduled to take place between May 14 and June 4. AIT, STV, NTA and African magic channel on DSTV are expected to broadcast the reality show.  I didn't enjoy the first show, as a matter of fact, I call it "bush brother Nigeria" , hope this is not a part 2.
07-5-2005|m|badwils, the only 'problem' I have with the show is last year's presenter! I feel that he acted too serious, behaving like some authority figure. That deep voice, that smirk, and utterances like "so you think you have what it takes to [I]become[/I] the Ultimate Champion, we'll see. Or the words that are spoken when some contestants are booted, as if the person failed a cosmic quest.  UPDATE: Chidi Mokeme, the presenter, is back this year.  See also: Gulder Ultimate Search 2: Meet the Contestants!
17-5-2005|f|Do you know guys that the show has kicked off? It was a red carpet reception for the contestants, even Donald Duke was there to receive them.  By the way, the Obudu ranch,very inviting! You could touch the clouds
17-5-2005|m|I caught the end of the show yesterday. Apparently, someone won 500,000 naira in one of their promos ("buy a bottle of Gulder, check under the crown-top, ..."  Will this program succeed in getting people who don't drink to buy Gulder? Would it convince people who drink Gulder already to drink more often? If the answer to any of the above questions is "yes", is this a good thing?
17-5-2005|m|Trish, you can't touch clouds so I know that's just an expression  I guess you have heard about the leopards that are stalking them and a species of snake called "no tommorrow" that permanently resides there. I guess that is not enough to deter anyone from making money by risking their lives.  They also have to airlift you if you are mauled by animals when anybody knows bad weather can prevent the copters from reaching you.
17-5-2005|f|Hi. I would like to meet the presenter one on one. I mean Chidi Mokeme. How do I go about it? Please get in touch with me.
18-5-2005|f|Why would you want to meet with Chidi?  I don't know whether I like the way he presents or not. He got my mum so pissed off in the last search that she'd rather watch past versions of reality shows on DSTV than watch Chidi with the way he languidly drawls on the names of the contestants without the proper pronunciation.  And his accents! Is he not an ibo guy? Where he gets the pronunciation of the non-ibos wrong, he doesn't do better with the Ibo names. Please listen to him!
19-5-2005|f|What's up?  The show is really becoming interesting, but I think the participants are really too dull for my liking. Agreed it's not easy but they are really not helping matters at all. Chidi is really nice this time around because he's really taking his time to give clues to the participants on how they shuld go about the game.yesterdays show was really very technical.  I mean why should a girl cry as if she was forced out of her house? It's not a do or die affair. But if u shuld ask me I think she should be asked to go back home or what do you think?
19-5-2005|f|I love the concept of the show, but there are too many goofs i.e. the presenter Chidi. I can stand him in films because there would be other actors who'll probably overshadow his voice but this. I mean, the monotonic wisecracks, for Pete's sake couldn't they have gotten another person for the job?  As for the searchers, they are ok, but most times boring. There's no serious competition between them yet, just silly fights and all. My presonal favorites are Martin, Chichi, Sam and Lucan.
